epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9783122539520264,0.9692041277885437,0.08673827350139618,0.8607853651046753,0.7725387215614319,NA,NA,NA,NA,NA
1,0.9740059971809387,0.9669675827026367,0.09438720345497131,0.8453186750411987,0.7613239288330078,NA,NA,NA,NA,NA
2,0.9741024374961853,0.9654862880706787,0.09593923389911652,0.8369952440261841,0.7513558864593506,NA,NA,NA,NA,NA
3,0.97417813539505,0.9650376439094543,0.09601698815822601,0.8358409404754639,0.74653559923172,NA,NA,NA,NA,NA
4,0.9755601286888123,0.9671095013618469,0.09182658791542053,0.8485208749771118,0.7591866850852966,NA,NA,NA,NA,NA
0,0.9906842708587646,0.9830194115638733,0.04755537584424019,0.9147385358810425,0.8524758815765381,NA,NA,NA,NA,NA
1,0.9899767637252808,0.9834983348846436,0.047507546842098236,0.9186729192733765,0.8551520705223083,NA,NA,NA,NA,NA
2,0.9894800782203674,0.9829704761505127,0.04906190186738968,0.91691654920578,0.8493356704711914,NA,NA,NA,NA,NA
3,0.9897513389587402,0.9829229116439819,0.04879297316074371,0.9169421792030334,0.8486204147338867,NA,NA,NA,NA,NA
4,0.990436315536499,0.9834531545639038,0.04722689837217331,0.9225579500198364,0.8501835465431213,NA,NA,NA,NA,NA
