epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9793965220451355,0.9705458283424377,0.08375260978937149,0.8653600215911865,0.7836289405822754,NA,NA,NA,NA,NA
1,0.9767647981643677,0.9683018326759338,0.08919591456651688,0.8594004511833191,0.7603136301040649,NA,NA,NA,NA,NA
2,0.976549506187439,0.9682155251502991,0.08986848592758179,0.8645430207252502,0.7529411911964417,NA,NA,NA,NA,NA
3,0.9749603867530823,0.9670042991638184,0.09284411370754242,0.8630544543266296,0.7381499409675598,NA,NA,NA,NA,NA
4,0.9771632552146912,0.9687906503677368,0.08861082792282104,0.8740864396095276,0.7495326995849609,NA,NA,NA,NA,NA
0,0.9939234256744385,0.9873473644256592,0.03520679473876953,0.9427003264427185,0.872267484664917,NA,NA,NA,NA,NA
1,0.9927816390991211,0.9863866567611694,0.037994083017110825,0.938832700252533,0.8616683483123779,NA,NA,NA,NA,NA
2,0.9932214021682739,0.987365186214447,0.0358109213411808,0.9429217576980591,0.8723384737968445,NA,NA,NA,NA,NA
3,0.9940886497497559,0.9880699515342712,0.03388943150639534,0.9469754099845886,0.8787996768951416,NA,NA,NA,NA,NA
4,0.9939764738082886,0.9877333045005798,0.03420835733413696,0.9448103308677673,0.8759425282478333,NA,NA,NA,NA,NA
