epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9815130829811096,0.9724479913711548,0.07800084352493286,0.870904266834259,0.8010262846946716,NA,NA,NA,NA,NA
1,0.9745212197303772,0.9675236344337463,0.09232508391141891,0.8504593968391418,0.7588823437690735,NA,NA,NA,NA,NA
2,0.9749487042427063,0.9663853049278259,0.09387993067502975,0.8514689803123474,0.7417197823524475,NA,NA,NA,NA,NA
3,0.975270688533783,0.9668903350830078,0.09303504973649979,0.8662219643592834,0.7310355305671692,NA,NA,NA,NA,NA
4,0.9766852855682373,0.968319296836853,0.08939845860004425,0.8737562894821167,0.7418621778488159,NA,NA,NA,NA,NA
0,0.99677973985672,0.9851423501968384,0.03669065237045288,0.9248329401016235,0.9186505675315857,NA,NA,NA,NA,NA
1,0.9961904883384705,0.9854495525360107,0.03710203245282173,0.9300258755683899,0.9160897731781006,NA,NA,NA,NA,NA
2,0.9964182376861572,0.986051619052887,0.035059522837400436,0.9326653480529785,0.919990599155426,NA,NA,NA,NA,NA
3,0.9966486096382141,0.9867854714393616,0.03331512212753296,0.9360849261283875,0.9245022535324097,NA,NA,NA,NA,NA
4,0.9965672492980957,0.9869327545166016,0.03318304941058159,0.9367823600769043,0.9253726601600647,NA,NA,NA,NA,NA
