epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9772263765335083,0.9682796001434326,0.08928284794092178,0.8484416604042053,0.7745494842529297,NA,NA,NA,NA,NA
1,0.9736810922622681,0.9656790494918823,0.09574031084775925,0.839531660079956,0.7496669888496399,NA,NA,NA,NA,NA
2,0.975650429725647,0.9672330021858215,0.09167180955410004,0.8477301597595215,0.7608705163002014,NA,NA,NA,NA,NA
3,0.9768640398979187,0.968242347240448,0.08906807005405426,0.8633800745010376,0.7553295493125916,NA,NA,NA,NA,NA
4,0.9800763726234436,0.9706031680107117,0.08209497481584549,0.8796497583389282,0.7680597305297852,NA,NA,NA,NA,NA
0,0.9965946674346924,0.9890122413635254,0.02819809503853321,0.946564257144928,0.9019525647163391,NA,NA,NA,NA,NA
1,0.994002103805542,0.9887762665748596,0.031198177486658096,0.9446120262145996,0.9004767537117004,NA,NA,NA,NA,NA
2,0.9957781434059143,0.989076554775238,0.028810102492570877,0.9468244314193726,0.9024607539176941,NA,NA,NA,NA,NA
3,0.9948824644088745,0.9887576699256897,0.029936786741018295,0.9449273943901062,0.8997913002967834,NA,NA,NA,NA,NA
4,0.9952395558357239,0.9892674088478088,0.028742633759975433,0.9474345445632935,0.9045261740684509,NA,NA,NA,NA,NA
