epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9813420176506042,0.9725573658943176,0.07895654439926147,0.8741232752799988,0.8005580902099609,NA,NA,NA,NA,NA
1,0.9784781336784363,0.9692906737327576,0.08649931848049164,0.8626450300216675,0.770538330078125,NA,NA,NA,NA,NA
2,0.9766861796379089,0.9687411189079285,0.08901144564151764,0.8696080446243286,0.7546157240867615,NA,NA,NA,NA,NA
3,0.9777131080627441,0.9691565036773682,0.08751334995031357,0.8716933727264404,0.757818877696991,NA,NA,NA,NA,NA
4,0.9785517454147339,0.9700246453285217,0.08535754680633545,0.8760033845901489,0.7644634246826172,NA,NA,NA,NA,NA
0,0.9820975065231323,0.973983645439148,0.074373759329319,0.886623203754425,0.7903876304626465,NA,NA,NA,NA,NA
1,0.9827747344970703,0.9742128252983093,0.0734158605337143,0.8960723280906677,0.7828794717788696,NA,NA,NA,NA,NA
2,0.9823556542396545,0.9737265110015869,0.07463083416223526,0.8955553770065308,0.7768697142601013,NA,NA,NA,NA,NA
3,0.9816522598266602,0.9729027152061462,0.07605033367872238,0.8932355642318726,0.7682456970214844,NA,NA,NA,NA,NA
4,0.9838013052940369,0.9744052290916443,0.07187502086162567,0.9013267159461975,0.7797497510910034,NA,NA,NA,NA,NA
