epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9820371270179749,0.9729155898094177,0.07732604444026947,0.8733031153678894,0.8062635064125061,NA,NA,NA,NA,NA
1,0.9764235019683838,0.9681472182273865,0.09031159430742264,0.8583492040634155,0.7599696516990662,NA,NA,NA,NA,NA
2,0.9800282716751099,0.9711011648178101,0.08209334313869476,0.8807176947593689,0.7732256650924683,NA,NA,NA,NA,NA
3,0.9783076643943787,0.970066249370575,0.08527097851037979,0.879223108291626,0.7611302137374878,NA,NA,NA,NA,NA
4,0.979886531829834,0.971609354019165,0.08141590654850006,0.8806449770927429,0.7800489664077759,NA,NA,NA,NA,NA
0,0.9951419830322266,0.9894984364509583,0.029625408351421356,0.947570264339447,0.8975599408149719,NA,NA,NA,NA,NA
1,0.9947303533554077,0.9891720414161682,0.030705314129590988,0.9506036639213562,0.8893736600875854,NA,NA,NA,NA,NA
2,0.9946113228797913,0.9895275235176086,0.030257519334554672,0.9544947147369385,0.8907830119132996,NA,NA,NA,NA,NA
3,0.9948582053184509,0.98941969871521,0.030334211885929108,0.9538436532020569,0.8898046612739563,NA,NA,NA,NA,NA
4,0.9952071309089661,0.9896511435508728,0.029261237010359764,0.9529449939727783,0.894265353679657,NA,NA,NA,NA,NA
