epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9783380031585693,0.9693825840950012,0.08674527704715729,0.8570842146873474,0.7795425057411194,NA,NA,NA,NA,NA
1,0.974639356136322,0.9657714366912842,0.09461375325918198,0.839715301990509,0.7516428232192993,NA,NA,NA,NA,NA
2,0.9766232967376709,0.9676364660263062,0.08996754884719849,0.8480871915817261,0.7669799327850342,NA,NA,NA,NA,NA
3,0.9764904975891113,0.9678184986114502,0.08999451994895935,0.8532032370567322,0.7629417181015015,NA,NA,NA,NA,NA
4,0.9757636189460754,0.9685733318328857,0.08944438397884369,0.8520315289497375,0.7749127149581909,NA,NA,NA,NA,NA
0,0.9871498346328735,0.9783675670623779,0.060189422219991684,0.8935753107070923,0.8281501531600952,NA,NA,NA,NA,NA
1,0.9864268898963928,0.9775510430335999,0.06259039789438248,0.8956331014633179,0.8141026496887207,NA,NA,NA,NA,NA
2,0.9881142973899841,0.9789793491363525,0.058727022260427475,0.9050992727279663,0.8234960436820984,NA,NA,NA,NA,NA
3,0.9871856570243835,0.9780171513557434,0.061040982604026794,0.9038352966308594,0.8114228844642639,NA,NA,NA,NA,NA
4,0.9880011081695557,0.978909432888031,0.059314269572496414,0.9140185713768005,0.8127647638320923,NA,NA,NA,NA,NA
