epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.9776606559753418,0.9678483009338379,0.08930719643831253,0.8491871953010559,0.7687888741493225,NA,NA,NA,NA,NA
1,0.972334623336792,0.9639202952384949,0.0995989516377449,0.8364238142967224,0.730044424533844,NA,NA,NA,NA,NA
2,0.9735283851623535,0.9648489356040955,0.09752095490694046,0.8504213094711304,0.7255725860595703,NA,NA,NA,NA,NA
3,0.9766131639480591,0.9679813385009766,0.09009312838315964,0.8623101115226746,0.754324197769165,NA,NA,NA,NA,NA
4,0.9799094200134277,0.9709072709083557,0.082490473985672,0.8841376304626465,0.7680149078369141,NA,NA,NA,NA,NA
0,0.9976426362991333,0.9936540126800537,0.01782190427184105,0.9672908186912537,0.933732271194458,NA,NA,NA,NA,NA
1,0.9969953894615173,0.9931693077087402,0.019159242510795593,0.9670798778533936,0.9262164235115051,NA,NA,NA,NA,NA
2,0.9971863031387329,0.9936186075210571,0.018269386142492294,0.9707486629486084,0.9296265244483948,NA,NA,NA,NA,NA
3,0.997314989566803,0.9937376379966736,0.017771286889910698,0.971123993396759,0.9311390519142151,NA,NA,NA,NA,NA
4,0.9975204467773438,0.9937381148338318,0.017644336447119713,0.9719650745391846,0.9302914142608643,NA,NA,NA,NA,NA
